ID Selection	View	Channel	BeginTimes	EndTimes	LowFreqHz	HighFreqHz	Notes
42	Spectrogram 1	10	7255.557517769	7257.571329714	82.600	173.600	
43	Spectrogram 1	10	7263.731225074	7266.337334650	82.600	157.000	?
44	Spectrogram 1	10	7297.018351925	7298.913704344	77.100	300.300	?
45	Spectrogram 1	10	7312.181171273	7314.194983218	77.100	154.300	?
46	Spectrogram 1	10	7314.905740375	7316.682633268	66.100	154.300	?
47	Spectrogram 1	10	7317.748769003	7319.407202369	74.400	151.500	?
48	Spectrogram 1	10	7339.308902764	7341.322714709	107.400	245.200	
49	Spectrogram 1	10	7401.973992103	7403.750884995	85.400	225.900	
50	Spectrogram 1	10	7412.043051826	7414.056863771	74.400	214.900	
51	Spectrogram 1	10	7422.822868707	7425.784356861	93.700	267.200	
52	Spectrogram 1	10	7454.215143139	7456.228955084	104.700	203.900	
53	Spectrogram 1	10	7462.033471866	7463.336526654	85.400	176.300	
54	Spectrogram 1	10	7485.251538993	7487.146891412	82.600	157.000	?
55	Spectrogram 1	10	7493.899084403	7495.912896347	77.100	231.400	
56	Spectrogram 1	10	7518.894044423	7520.670937315	85.400	225.900	
57	Spectrogram 1	10	7526.830832675	7529.318482725	82.600	225.900	
58	Spectrogram 1	10	7630.957256170	7632.260310958	88.200	140.500	?
59	Spectrogram 1	10	7642.210911155	7643.750884995	85.400	176.300	?
60	Spectrogram 1	10	7656.544513820	7658.913704344	74.400	170.800	?
61	Spectrogram 1	10	7673.958064166	7676.208795163	96.400	220.400	?
63	Spectrogram 1	10	7732.596029615	7733.662165350	88.200	223.100	
64	Spectrogram 1	10	7759.604801579	7761.618613524	90.900	176.300	
65	Spectrogram 1	10	7804.027623889	7806.041435834	74.400	143.300	
66	Spectrogram 1	10	7838.025507897	7839.683941264	85.400	190.100	
67	Spectrogram 1	10	7852.359110563	7853.899084403	77.100	151.500	
68	Spectrogram 1	10	7898.321406713	7900.690597236	74.400	181.800	
69	Spectrogram 1	10	7935.636657453	7937.295090819	85.400	170.800	
70	Spectrogram 1	10	7944.284202863	7946.061095755	82.600	203.900	
71	Spectrogram 1	10	7980.177439289	7981.835872655	77.100	212.100	
72	Spectrogram 1	10	8015.004539980	8017.255270977	82.600	190.100	
73	Spectrogram 1	10	8017.492190030	8019.624461500	90.900	176.300	
74	Spectrogram 1	10	8047.699869200	8049.476762093	66.100	187.300	
75	Spectrogram 1	10	8058.479686081	8060.138119447	79.900	259.000	?
76	Spectrogram 1	10	8060.967336130	8062.744229023	82.600	275.500	?
77	Spectrogram 1	10	8103.968144126	8105.863496545	77.100	253.400	
78	Spectrogram 1	10	8126.001615992	8128.133887463	85.400	173.600	
79	Spectrogram 1	10	8131.924592300	8133.819944719	79.900	225.900	
80	Spectrogram 1	10	8135.833756663	8137.610649556	90.900	286.500	
81	Spectrogram 1	10	8179.782740869	8181.441174235	79.900	187.300	
82	Spectrogram 1	10	8195.300938796	8197.314750740	79.900	206.600	
83	Spectrogram 1	10	8245.290858835	8247.423130306	79.900	165.300	
84	Spectrogram 1	10	8318.617805528	8321.105455577	121.200	236.900	
85	Spectrogram 1	10	8325.843836624	8327.976108095	104.700	245.200	
86	Spectrogram 1	10	8340.295898815	8341.835872655	82.600	165.300	
87	Spectrogram 1	10	8347.403470385	8349.417282330	74.400	225.900	
88	Spectrogram 1	10	8373.583025666	8375.241459033	85.400	159.800	
89	Spectrogram 1	10	8392.418090326	8394.431902270	77.100	209.400	
90	Spectrogram 1	10	8416.702793189	8419.427362290	77.100	228.700	
91	Spectrogram 1	10	8423.454986180	8425.231879072	85.400	173.600	
92	Spectrogram 1	10	8466.337334650	8468.114227542	107.400	184.600	?
93	Spectrogram 1	10	8472.023391905	8474.274122902	90.900	294.800	
94	Spectrogram 1	10	8535.162819348	8537.058171767	68.900	206.600	
95	Spectrogram 1	10	8543.454986180	8545.587257651	101.900	245.200	
96	Spectrogram 1	10	8558.025507897	8560.039319842	77.100	173.600	
97	Spectrogram 1	10	8590.128039487	8591.786472853	107.400	184.600	
98	Spectrogram 1	10	8608.489266041	8610.266158934	71.600	231.400	
99	Spectrogram 1	10	8678.499346002	8680.157779368	85.400	209.400	
100	Spectrogram 1	10	8681.223915104	8682.645429418	82.600	217.600	
101	Spectrogram 1	10	8730.384618460	8732.753808983	68.900	179.100	
102	Spectrogram 1	10	8756.445714215	8758.222607108	68.900	168.000	?
103	Spectrogram 1	10	8807.502269990	8809.516081935	110.200	231.400	
104	Spectrogram 1	10	8844.106263574	8846.356994571	66.100	165.300	
105	Spectrogram 1	10	8850.739997038	8851.924592300	143.300	234.200	
106	Spectrogram 1	10	8855.122999506	8857.018351925	88.200	206.600	
107	Spectrogram 1	10	8866.613573544	8868.627385489	63.400	220.400	
108	Spectrogram 1	10	8873.247307009	8875.498038006	74.400	231.400	
109	Spectrogram 1	10	8886.752192991	8889.002923988	57.900	275.500	
110	Spectrogram 1	10	8897.058171767	8899.308902764	71.600	250.700	
111	Spectrogram 1	10	8990.285818855	8992.181171273	63.400	272.700	
112	Spectrogram 1	10	9048.568405726	9051.292974827	79.900	294.800	
113	Spectrogram 1	10	9097.018351925	9099.506001974	63.400	292.000	
114	Spectrogram 1	10	9118.400546397	9120.414358342	85.400	212.100	
115	Spectrogram 1	10	9128.588065647	9130.720337117	77.100	192.800	
116	Spectrogram 1	10	9157.255270977	9158.913704344	104.700	250.700	
117	Spectrogram 1	10	9159.861380553	9162.112111550	68.900	275.500	
118	Spectrogram 1	10	9237.926708292	9240.058979763	77.100	154.300	
119	Spectrogram 1	10	9577.966028134	9580.098299605	110.200	184.600	
120	Spectrogram 1	10	9695.833756663	9698.202947187	63.400	173.600	
121	Spectrogram 1	10	9706.968952122	9708.982764067	66.100	165.300	
122	Spectrogram 1	10	9718.282086871	9720.414358342	96.400	179.100	?
123	Spectrogram 1	10	9753.227647088	9755.241459033	52.300	187.300	
124	Spectrogram 1	10	9721.243575025	9723.494306022	93.700	165.300	?
125	Spectrogram 1	10	9742.921668312	9745.409318361	99.200	146.000	?
126	Spectrogram 1	10	9746.475454097	9748.370806515	96.400	165.300	?
127	Spectrogram 1	10	9801.500153998	9803.750884995	82.600	195.600	
128	Spectrogram 1	10	9868.074907700	9869.851800592	74.400	294.800	
129	Spectrogram 1	10	9898.163627345	9900.177439289	93.700	228.700	
130	Spectrogram 1	10	9901.598953603	9903.020467917	88.200	168.000	
131	Spectrogram 1	10	9926.949292201	9929.555401777	74.400	192.800	
132	Spectrogram 1	10	9853.978224087	9855.992036032	82.600	157.000	
133	Spectrogram 1	10	9915.103339585	9918.064827739	99.200	181.800	?
134	Spectrogram 1	10	9992.457910168	9994.234803060	66.100	242.400	
135	Spectrogram 1	10	10101.559633761	10103.573445706	74.400	159.800	
136	Spectrogram 1	10	10136.979032083	10138.519005923	90.900	187.300	
137	Spectrogram 1	10	10424.481302073	10426.376654492	82.600	236.900	
138	Spectrogram 1	10	10399.723261106	10401.263234946	41.300	228.700	?
139	Spectrogram 1	10	10448.055247779	10450.661357354	77.100	220.400	
140	Spectrogram 1	10	10452.438250247	10454.570521718	93.700	220.400	
141	Spectrogram 1	10	10464.994960020	10467.008771964	77.100	239.700	
142	Spectrogram 1	10	10442.606109576	10444.383002468	101.900	146.000	
143	Spectrogram 1	10	10468.193367226	10469.377962488	93.700	146.000	
144	Spectrogram 1	10	10484.185403258	10486.317674729	101.900	157.000	
145	Spectrogram 1	10	10489.279162883	10491.411434353	79.900	179.100	
146	Spectrogram 1	10	10518.657125370	10519.960180158	126.700	203.900	?
147	Spectrogram 1	10	10532.990728036	10534.649161402	82.600	143.300	
148	Spectrogram 1	10	10536.189135242	10537.729109082	85.400	173.600	
149	Spectrogram 1	10	10570.779816881	10572.793628825	77.100	217.600	
150	Spectrogram 1	10	10579.545821816	10581.441174235	68.900	203.900	
151	Spectrogram 1	10	10584.994960020	10586.653393386	71.600	179.100	
152	Spectrogram 1	10	10693.741305035	10695.044359822	121.200	272.700	
153	Spectrogram 1	10	10706.653393386	10708.904124383	66.100	259.000	
154	Spectrogram 1	10	10744.915820336	10747.285010859	79.900	289.300	
155	Spectrogram 1	10	10753.918744324	10756.406394373	256.200	341.600	?
156	Spectrogram 1	10	10778.913704344	10781.282894867	234.200	305.800	?
157	Spectrogram 1	10	10818.953524186	10820.730417078	85.400	236.900	
158	Spectrogram 1	10	10883.869344521	10885.172399309	118.500	203.900	
159	Spectrogram 1	10	10931.609033564	10934.215143139	66.100	168.000	
160	Spectrogram 1	10	10953.642505429	10956.130155479	77.100	234.200	
161	Spectrogram 1	10	10986.574253702	10988.588065647	77.100	170.800	
162	Spectrogram 1	10	10996.406394373	10998.301746792	74.400	225.900	
163	Spectrogram 1	10	11093.899084403	11095.557517769	118.500	245.200	?
164	Spectrogram 1	10	11270.167359329	11271.944252221	99.200	220.400	?
165	Spectrogram 1	10	11504.955140178	11506.732033070	96.400	242.400	
166	Spectrogram 1	10	11667.364150543	11669.733341066	82.600	159.800	
167	Spectrogram 1	10	11672.457910168	11674.353262586	101.900	168.000	
168	Spectrogram 1	10	11695.083679664	11697.215951135	93.700	151.500	
169	Spectrogram 1	10	11700.651277394	11702.783548865	74.400	234.200	
170	Spectrogram 1	10	11775.873576505	11777.650469398	77.100	234.200	
171	Spectrogram 1	10	11799.683941264	11801.816212734	96.400	289.300	
172	Spectrogram 1	10	11820.414358342	11822.309710760	79.900	159.800	
173	Spectrogram 1	10	11871.115035538	11874.194983218	96.400	239.700	
174	Spectrogram 1	10	11885.093759625	11887.462950148	107.400	231.400	
175	Spectrogram 1	10	11900.967336130	11903.218067127	88.200	198.300	
176	Spectrogram 1	10	12273.168667325	12275.419398322	82.600	157.000	?
177	Spectrogram 1	10	12351.588873643	12353.839604640	88.200	154.300	?
178	Spectrogram 1	10	12369.950600197	12371.845952616	99.200	173.600	
179	Spectrogram 1	10	12379.664281343	12381.915012340	96.400	179.100	
180	Spectrogram 1	10	12385.468798124	12387.482610069	74.400	148.800	
181	Spectrogram 1	10	12416.860572557	12419.348222606	93.700	154.300	?
182	Spectrogram 1	10	12423.375846496	12425.034279862	90.900	170.800	
183	Spectrogram 1	10	12743.336526654	12745.468798124	88.200	261.700	
184	Spectrogram 1	10	12746.890312438	12750.088719645	60.600	247.900	
185	Spectrogram 1	10	12795.932556269	12798.064827739	99.200	261.700	
186	Spectrogram 1	10	12818.202947187	12820.927516288	93.700	333.300	
187	Spectrogram 1	10	12882.290050839	12883.948484205	71.600	165.300	
188	Spectrogram 1	10	13041.737073050	13043.395506417	85.400	201.100	
189	Spectrogram 1	10	13112.931748272	13114.708641165	82.600	146.000	?
190	Spectrogram 1	10	13141.717413129	13143.731225074	118.500	236.900	
191	Spectrogram 1	10	13450.305978776	13453.741305035	93.700	286.500	
192	Spectrogram 1	10	13483.948484205	13486.673053307	71.600	190.100	
193	Spectrogram 1	10	13537.610649556	13540.216759131	85.400	292.000	
194	Spectrogram 1	10	13555.971876111	13557.748769003	129.500	201.100	
195	Spectrogram 1	10	13574.096683613	13575.636657453	79.900	173.600	
196	Spectrogram 1	10	13577.650469398	13579.664281343	110.200	181.800	
197	Spectrogram 1	10	14419.308902764	14421.678093287	104.700	231.400	
198	Spectrogram 1	10	14573.188327246	14575.202139191	88.200	143.300	
199	Spectrogram 1	10	15491.964412142	15493.504385982	124.000	245.200	
200	Spectrogram 1	10	15500.019659921	15502.270390918	99.200	281.000	
201	Spectrogram 1	10	17086.791512833	17089.397622409	96.400	187.300	
202	Spectrogram 1	10	17115.577177690	17118.183287266	77.100	245.200	
203	Spectrogram 1	10	17176.821252715	17179.545821816	99.200	253.400	
204	Spectrogram 1	10	17248.370806515	17250.384618460	129.500	391.200	
205	Spectrogram 1	10	17281.184595262	17283.435326259	99.200	245.200	
206	Spectrogram 1	10	17306.061095755	17307.719529121	93.700	151.500	?
207	Spectrogram 1	10	17322.053131787	17324.066943731	101.900	157.000	?
208	Spectrogram 1	10	17552.220991115	17553.997884008	85.400	190.100	
209	Spectrogram 1	10	17615.122999506	17617.373730503	121.200	192.800	?
210	Spectrogram 1	10	17706.100415597	17708.469606120	112.900	159.800	?
211	Spectrogram 1	10	17819.822060711	17821.954332182	124.000	220.400	?
212	Spectrogram 1	10	17843.040127838	17844.461642152	104.700	220.400	?
213	Spectrogram 1	10	19435.971876111	19438.104147581	90.900	261.700	?
214	Spectrogram 1	10	19637.354070582	19639.486342053	104.700	275.500	
215	Spectrogram 1	10	21427.877308490	21430.009579961	88.200	272.700	
216	Spectrogram 1	10	21362.132271471	21364.975300099	82.600	261.700	
217	Spectrogram 1	10	21489.595221619	21491.372114511	107.400	176.300	
218	Spectrogram 1	10	21511.036395854	21512.813288746	88.200	173.600	
219	Spectrogram 1	10	21580.572137710	21582.585949654	82.600	148.800	
220	Spectrogram 1	10	21629.377962488	21630.799476802	121.200	231.400	?
221	Spectrogram 1	10	21644.066943731	21646.080755676	126.700	206.600	?
222	Spectrogram 1	10	22022.309710760	22025.034279862	126.700	198.300	?
223	Spectrogram 1	10	22352.931748272	22354.590181639	74.400	135.000	?
224	Spectrogram 1	10	22431.707333169	22433.365766535	110.200	245.200	?
225	Spectrogram 1	10	23718.420206318	23720.197099210	63.400	154.300	
226	Spectrogram 1	10	23729.673861303	23731.806132774	77.100	209.400	
227	Spectrogram 1	10	23763.553785785	23765.330678677	104.700	201.100	
228	Spectrogram 1	10	24899.229763080	24900.769736920	110.200	212.100	
229	Spectrogram 1	10	24901.362034551	24903.849684600	71.600	212.100	
230	Spectrogram 1	10	24909.298822804	24911.075715696	74.400	250.700	
231	Spectrogram 1	10	24916.406394373	24918.775584896	44.100	112.900	?
232	Spectrogram 1	10	26445.488458045	26447.620729516	82.600	168.000	?
233	Spectrogram 1	10	26797.670129319	26799.210103159	157.000	261.700	?
234	Spectrogram 1	10	26826.100415597	26828.351146594	159.800	278.200	?
235	Spectrogram 1	10	26833.800284798	26836.287934847	63.400	176.300	
236	Spectrogram 1	10	26868.035087858	26870.404278381	162.500	256.200	?
237	Spectrogram 1	10	27154.708641165	27156.959372162	79.900	203.900	
238	Spectrogram 1	10	27160.276238894	27162.526969891	77.100	203.900	?
239	Spectrogram 1	10	27202.092451629	27204.580101678	82.600	195.600	
240	Spectrogram 1	10	27242.132271471	27244.383002468	79.900	228.700	
241	Spectrogram 1	10	27248.292166831	27250.187519250	68.900	187.300	
242	Spectrogram 1	10	29213.188327246	29215.557517769	77.100	173.600	?
243	Spectrogram 1	10	29409.002923988	29411.016735933	63.400	198.300	
244	Spectrogram 1	10	29420.848876604	29422.744229023	57.900	157.000	?
245	Spectrogram 1	10	29776.110495558	29778.242767029	52.300	168.000	?
246	Spectrogram 1	10	29808.568405726	29811.056055775	85.400	203.900	?
247	Spectrogram 1	10	29858.321406713	29860.572137710	57.900	170.800	?
248	Spectrogram 1	10	30870.799476802	30872.931748272	104.700	170.800	
249	Spectrogram 1	10	30901.717413129	30903.731225074	90.900	201.100	
250	Spectrogram 1	10	31013.958064166	31015.734957058	55.100	209.400	
251	Spectrogram 1	10	31039.723261106	31041.737073050	79.900	162.500	
252	Spectrogram 1	10	31070.285818855	31072.181171273	63.400	190.100	
253	Spectrogram 1	10	31132.714489141	31134.846760612	74.400	234.200	
254	Spectrogram 1	10	31164.580101678	31166.712373149	68.900	195.600	
255	Spectrogram 1	10	31200.651277394	31203.138927443	77.100	198.300	
256	Spectrogram 1	10	31228.607725568	31231.213835143	68.900	236.900	
257	Spectrogram 1	10	31304.125923495	31306.376654492	77.100	201.100	
258	Spectrogram 1	10	31360.868536525	31363.237727048	79.900	181.800	
259	Spectrogram 1	10	31884.817020731	31887.304670780	68.900	173.600	
260	Spectrogram 1	10	31945.350338598	31948.311826752	57.900	190.100	
261	Spectrogram 1	10	32013.819944719	32016.189135242	71.600	195.600	
262	Spectrogram 1	10	32064.284202863	32066.416474334	77.100	206.600	
263	Spectrogram 1	10	32126.712373149	32128.963104146	82.600	176.300	
264	Spectrogram 1	10	32128.963104146	32130.739997039	68.900	214.900	
265	Spectrogram 1	10	32138.913704344	32140.927516288	101.900	203.900	
266	Spectrogram 1	10	32221.598953603	32223.849684600	79.900	209.400	
267	Spectrogram 1	10	32274.787280849	32276.919552320	110.200	223.100	
268	Spectrogram 1	10	32281.658433366	32283.553785785	90.900	209.400	
269	Spectrogram 1	10	32292.319790721	32294.688981244	77.100	217.600	
270	Spectrogram 1	10	32391.115035538	32393.128847483	44.100	154.300	
271	Spectrogram 1	10	32452.003731984	32455.083679664	57.900	198.300	
272	Spectrogram 1	10	32515.971876111	32518.814904738	57.900	187.300	
273	Spectrogram 1	10	32688.449946199	32690.819136723	79.900	225.900	
274	Spectrogram 1	10	32693.543705824	32695.912896347	85.400	195.600	
275	Spectrogram 1	10	32802.171591313	32804.422322310	143.300	206.600	
276	Spectrogram 1	10	32835.103339585	32837.235611056	124.000	195.600	
277	Spectrogram 1	10	32840.078639684	32842.210911155	135.000	195.600	
278	Spectrogram 1	10	32893.385926456	32895.399738401	96.400	234.200	
279	Spectrogram 1	10	32912.694829220	32915.419398322	79.900	157.000	
280	Spectrogram 1	10	32950.838796644	32953.444906219	77.100	228.700	
281	Spectrogram 1	10	32968.726185094	32970.621537512	99.200	245.200	
282	Spectrogram 1	10	33133.978224087	33135.992036032	107.400	206.600	
283	Spectrogram 1	10	33140.019659921	33142.270390918	110.200	190.100	
284	Spectrogram 1	10	33126.278354886	33128.292166831	104.700	201.100	
285	Spectrogram 1	10	33190.364958539	33191.904932379	107.400	173.600	
286	Spectrogram 1	10	33256.584333662	33258.835064659	110.200	228.700	
287	Spectrogram 1	10	33296.623653504	33298.992844028	74.400	181.800	
288	Spectrogram 1	10	33303.612765548	33306.455794176	82.600	170.800	
289	Spectrogram 1	10	33332.872268509	33335.359918559	82.600	179.100	
290	Spectrogram 1	10	33339.624461500	33343.770544916	77.100	181.800	
291	Spectrogram 1	10	33371.609033564	33374.096683613	85.400	181.800	
292	Spectrogram 1	10	33430.364958539	33432.734149062	82.600	190.100	
293	Spectrogram 1	10	33453.819944719	33456.426054294	82.600	181.800	
294	Spectrogram 1	10	33484.738381046	33486.633733465	77.100	201.100	
295	Spectrogram 1	10	33530.819136723	33533.306786772	96.400	212.100	
296	Spectrogram 1	10	33543.375846496	33546.574253702	99.200	209.400	
297	Spectrogram 1	10	33562.803208786	33565.053939783	112.900	170.800	
298	Spectrogram 1	10	33596.682633268	33598.577985686	82.600	173.600	
299	Spectrogram 1	10	33658.755924975	33660.532817868	93.700	159.800	?
300	Spectrogram 1	10	33727.581409674	33729.713681145	110.200	212.100	
301	Spectrogram 1	10	33739.901200395	33742.033471866	88.200	256.200	
302	Spectrogram 1	10	33746.179555281	33748.430286278	74.400	220.400	
303	Spectrogram 1	10	33759.683941264	33762.408510365	77.100	203.900	
304	Spectrogram 1	10	33777.571329714	33780.177439289	60.600	247.900	
305	Spectrogram 1	10	33771.885272458	33773.662165350	74.400	157.000	?
306	Spectrogram 1	10	33806.712373149	33809.200023198	77.100	181.800	
307	Spectrogram 1	10	33824.362842547	33826.139735439	66.100	272.700	?
308	Spectrogram 1	10	33853.385926456	33855.636657453	68.900	162.500	
309	Spectrogram 1	10	33866.298014808	33868.074907700	104.700	201.100	
310	Spectrogram 1	10	33882.171591313	33884.777700888	74.400	195.600	
311	Spectrogram 1	10	33935.596837611	33937.966028134	93.700	206.600	
312	Spectrogram 1	10	33953.602685587	33955.853416584	90.900	181.800	
313	Spectrogram 1	10	33955.734957058	33958.222607108	60.600	159.800	
314	Spectrogram 1	10	33990.325638697	33992.813288746	66.100	162.500	
315	Spectrogram 1	10	34028.232687068	34030.838796644	121.200	201.100	
316	Spectrogram 1	10	34056.662973346	34059.032163870	49.600	236.900	
317	Spectrogram 1	10	34100.375038500	34103.218067127	93.700	214.900	
318	Spectrogram 1	10	34155.695637216	34158.538665844	63.400	209.400	
319	Spectrogram 1	10	34179.624461500	34182.467490128	60.600	170.800	
320	Spectrogram 1	10	34264.086603653	34266.455794176	126.700	214.900	
321	Spectrogram 1	10	34281.144775420	34284.224723100	60.600	231.400	
322	Spectrogram 1	10	34315.971876111	34319.170283317	93.700	234.200	
323	Spectrogram 1	10	34328.884464462	34331.016735933	68.900	181.800	
324	Spectrogram 1	10	34385.271198914	34387.403470385	77.100	176.300	
325	Spectrogram 1	10	34541.993652024	34544.718221125	77.100	242.400	
326	Spectrogram 1	10	34619.703601185	34621.954332182	68.900	247.900	
327	Spectrogram 1	10	34653.109187562	34654.412242349	90.900	170.800	?
328	Spectrogram 1	10	34849.753000987	34852.003731984	68.900	275.500	
329	Spectrogram 1	10	34895.359918559	34897.255270977	71.600	319.600	
330	Spectrogram 1	10	34910.167359329	34913.010387957	90.900	286.500	
331	Spectrogram 1	10	34963.119267522	34965.251538993	55.100	228.700	
332	Spectrogram 1	10	35050.424438302	35052.319790721	71.600	283.700	
333	Spectrogram 1	10	35077.433210267	35080.157779368	79.900	184.600	
334	Spectrogram 1	10	35105.745037019	35107.877308490	96.400	256.200	
335	Spectrogram 1	10	35160.118459526	35162.961488154	104.700	239.700	
336	Spectrogram 1	10	35180.019659921	35183.218067127	71.600	217.600	
337	Spectrogram 1	10	35183.928824284	35186.416474334	68.900	253.400	
338	Spectrogram 1	10	35273.721145114	35276.090335637	77.100	242.400	
339	Spectrogram 1	10	35450.937596249	35453.069867720	68.900	236.900	?
340	Spectrogram 1	10	35499.032163870	35500.453678184	107.400	256.200	>
341	Spectrogram 1	10	35522.487650049	35524.264542942	79.900	162.500	?
342	Spectrogram 1	10	35552.220991116	35554.234803060	63.400	228.700	
343	Spectrogram 1	10	35592.497230010	35594.037203850	121.200	217.600	?
344	Spectrogram 1	10	35631.115035538	35634.194983218	41.300	322.300	
345	Spectrogram 1	10	35679.091643633	35681.223915104	79.900	267.200	
346	Spectrogram 1	10	35762.843028628	35765.449138203	104.700	272.700	
347	Spectrogram 1	10	35792.220991116	35794.234803060	77.100	225.900	
348	Spectrogram 1	10	35821.835872655	35824.086603653	85.400	214.900	
349	Spectrogram 1	10	35979.979840079	35982.230571076	82.600	217.600	?
350	Spectrogram 1	10	36059.348222606	36061.954332182	96.400	228.700	
351	Spectrogram 1	10	36101.045975814	36103.296706811	77.100	231.400	
352	Spectrogram 1	10	36107.916628332	36110.285818855	96.400	214.900	
353	Spectrogram 1	10	36280.986996051	36283.830024679	118.500	247.900	
354	Spectrogram 1	10	36447.423130306	36449.792320829	96.400	261.700	
355	Spectrogram 1	10	36562.803208786	36565.290858835	110.200	242.400	
356	Spectrogram 1	10	36990.444098223	36992.694829220	71.600	217.600	
357	Spectrogram 1	10	37069.456602172	37072.062711747	60.600	187.300	
358	Spectrogram 1	10	37080.947676209	37083.316866732	60.600	225.900	
359	Spectrogram 1	10	37119.091643633	37120.986996051	52.300	341.600	
360	Spectrogram 1	10	37141.598953603	37143.849684600	60.600	250.700	
361	Spectrogram 1	10	37148.588065647	37150.720337117	88.200	187.300	
362	Spectrogram 1	10	37478.499346002	37479.802400790	60.600	225.900	
363	Spectrogram 1	10	37811.135195459	37813.859764561	46.800	250.700	
364	Spectrogram 1	10	37873.207987167	37875.695637216	79.900	195.600	
365	Spectrogram 1	10	37896.426054294	37898.676785291	63.400	179.100	
366	Spectrogram 1	10	37937.650469398	37939.545821816	82.600	181.800	?
367	Spectrogram 1	10	38013.938404245	38016.307594768	55.100	236.900	
368	Spectrogram 1	10	38083.593105627	38086.436134255	79.900	217.600	
369	Spectrogram 1	10	38086.909972359	38089.989920039	85.400	195.600	
370	Spectrogram 1	10	38142.704409181	38144.481302073	90.900	209.400	
371	Spectrogram 1	10	38148.864304541	38151.115035538	46.800	173.600	
372	Spectrogram 1	10	38281.776892892	38283.909164363	115.700	195.600	
373	Spectrogram 1	10	38292.438250247	38294.688981244	68.900	195.600	
374	Spectrogram 1	10	38395.498038006	38397.511849951	57.900	179.100	
375	Spectrogram 1	10	38438.025507897	38439.565481737	107.400	187.300	?
376	Spectrogram 1	10	38450.819136723	38452.714489141	60.600	184.600	
377	Spectrogram 1	10	38481.855532577	38484.224723100	74.400	187.300	
378	Spectrogram 1	10	39132.082871668	39133.859764561	101.900	223.100	?
379	Spectrogram 1	10	39203.632425469	39205.290858835	93.700	170.800	?
380	Spectrogram 1	10	39212.753808983	39214.175323297	126.700	190.100	?
381	Spectrogram 1	10	39462.941328233	39465.192059230	57.900	179.100	?
382	Spectrogram 1	10	39517.196291214	39519.447022211	90.900	179.100	?
383	Spectrogram 1	10	39557.946368213	39560.078639684	85.400	192.800	?
384	Spectrogram 1	10	39778.992844028	39781.243575025	118.500	184.600	
385	Spectrogram 1	10	39797.472530109	39800.197099210	74.400	190.100	
